tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,TechSupport,SeniorCitizen,Dependents,NumServices,Churn
1,19.84,0.0,Two year,Fiber optic,Mailed check,No,0,No,3,1
34,83.4,2863.34,One year,DSL,Credit card,No,0,No,7,0
48,79.86,3795.87,Month-to-month,Fiber optic,Electronic check,No,0,No,4,1
1,48.98,28.96,Month-to-month,No,Electronic check,No,0,No,5,1
16,26.58,362.84,Month-to-month,Fiber optic,Bank transfer,No,0,No,7,1
61,27.09,1628.05,Two year,Fiber optic,Electronic check,Yes,0,Yes,3,0
64,110.32,7061.84,One year,No,Mailed check,Yes,0,Yes,2,0
63,86.93,5462.09,Two year,Fiber optic,Credit card,No internet service,0,No,3,0
69,30.71,2159.92,One year,No,Electronic check,No internet service,0,No,1,0
22,53.67,1188.07,Month-to-month,DSL,Bank transfer,Yes,0,Yes,7,0
67,77.25,5330.0,Month-to-month,No,Mailed check,Yes,0,No,2,0
26,101.56,2661.7,Month-to-month,Fiber optic,Credit card,Yes,0,No,6,0
16,22.37,271.08,Month-to-month,DSL,Credit card,Yes,0,No,1,0
51,41.66,2114.18,One year,No,Mailed check,No,0,Yes,2,0
57,106.97,6091.26,Two year,No,Bank transfer,Yes,0,Yes,3,0
29,18.92,517.9,One year,Fiber optic,Bank transfer,No internet service,0,No,1,0
69,38.14,2635.28,Two year,No,Electronic check,No,0,No,3,0
47,113.9,5321.24,Two year,DSL,Electronic check,Yes,0,No,5,0
62,79.34,4935.73,Month-to-month,Fiber optic,Credit card,No,0,No,6,1
69,44.17,2952.1,Month-to-month,DSL,Mailed check,No,0,No,2,0
16,24.7,452.39,One year,DSL,Electronic check,Yes,0,Yes,7,0
48,20.82,920.4,Month-to-month,Fiber optic,Credit card,No,0,No,4,1
39,42.47,1643.33,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,6,1
33,106.15,3466.27,Month-to-month,DSL,Electronic check,Yes,0,No,4,0
23,59.59,1385.9,Two year,Fiber optic,Electronic check,Yes,0,Yes,3,0
10,90.03,891.17,Month-to-month,DSL,Electronic check,No internet service,0,No,2,0
69,109.83,7590.75,One year,Fiber optic,Credit card,No,0,Yes,2,0
34,58.8,2054.9,Two year,DSL,Credit card,No,0,No,3,0
52,37.13,1969.07,One year,No,Electronic check,No internet service,0,Yes,4,0
10,69.71,698.93,One year,DSL,Credit card,Yes,0,No,6,0
19,108.81,2090.33,One year,Fiber optic,Mailed check,No internet service,0,No,5,0
58,98.44,5807.37,Month-to-month,DSL,Bank transfer,No,0,No,6,0
1,24.58,64.79,Month-to-month,Fiber optic,Electronic check,No,0,No,4,1
69,87.26,6006.08,Two year,DSL,Mailed check,No internet service,0,No,1,0
4,75.19,364.65,Month-to-month,Fiber optic,Electronic check,No,0,No,4,1
16,108.75,1759.51,One year,DSL,Electronic check,No internet service,0,No,1,0
24,30.25,677.82,Month-to-month,No,Electronic check,No internet service,0,No,1,0
2,71.4,133.77,Month-to-month,DSL,Electronic check,Yes,1,No,5,1
32,105.95,3316.67,Two year,No,Credit card,Yes,1,No,5,0
24,59.0,1301.81,One year,DSL,Credit card,Yes,0,No,6,0
12,66.2,746.94,Month-to-month,DSL,Credit card,Yes,0,No,4,0
50,25.05,1258.43,Two year,DSL,Electronic check,No,0,No,6,0
35,45.81,1609.78,One year,DSL,Mailed check,Yes,0,No,7,0
33,50.45,1594.29,Month-to-month,Fiber optic,Mailed check,No,0,Yes,7,1
33,112.51,3593.97,One year,No,Mailed check,No,0,No,3,0
61,46.27,2895.81,Month-to-month,DSL,Electronic check,No internet service,0,No,4,0
51,64.09,3273.2,One year,Fiber optic,Mailed check,Yes,0,No,7,0
43,85.13,3738.39,Month-to-month,Fiber optic,Electronic check,Yes,1,No,5,1
12,34.22,485.55,Month-to-month,DSL,Credit card,Yes,0,No,6,0
67,66.64,4501.9,One year,DSL,Bank transfer,No internet service,1,Yes,1,0
65,91.85,5973.46,Two year,No,Mailed check,No,0,Yes,7,0
33,104.69,3434.74,One year,DSL,Bank transfer,No internet service,0,No,1,0
40,80.63,3260.97,Month-to-month,Fiber optic,Electronic check,No internet service,0,No,3,1
43,84.91,3642.94,Two year,DSL,Electronic check,No internet service,0,Yes,4,0
44,30.63,1318.17,One year,Fiber optic,Electronic check,Yes,0,No,3,0
29,112.58,3159.86,One year,Fiber optic,Credit card,No,0,Yes,3,0
13,31.26,402.19,Month-to-month,DSL,Electronic check,No internet service,0,No,4,0
12,95.47,1200.44,Two year,DSL,Mailed check,Yes,0,No,7,0
46,44.48,2109.12,Two year,DSL,Electronic check,No,0,No,2,0
2,111.36,225.38,One year,DSL,Electronic check,No,0,No,4,0
35,90.0,3105.42,Two year,No,Electronic check,No,1,No,3,0
8,93.38,792.19,Month-to-month,DSL,Bank transfer,No internet service,1,Yes,6,0
26,39.91,1036.79,Two year,Fiber optic,Mailed check,No,0,No,2,0
34,62.3,2100.05,Month-to-month,DSL,Bank transfer,No,0,No,7,0
7,79.78,485.67,Month-to-month,No,Electronic check,No,0,No,6,1
68,95.0,6565.01,One year,Fiber optic,Electronic check,No,0,No,3,0
58,28.4,1683.88,One year,DSL,Bank transfer,No internet service,0,No,3,0
29,114.24,3355.17,Month-to-month,No,Electronic check,No internet service,0,Yes,7,0
36,107.02,3809.65,Month-to-month,DSL,Electronic check,No internet service,0,Yes,3,0
21,45.03,949.72,Month-to-month,Fiber optic,Electronic check,No,1,No,6,1
36,100.28,3605.86,Month-to-month,Fiber optic,Bank transfer,No,0,Yes,1,1
10,69.83,737.43,Month-to-month,Fiber optic,Bank transfer,Yes,1,No,4,1
24,64.18,1608.32,Month-to-month,No,Electronic check,Yes,0,Yes,5,0
64,49.44,3092.67,Month-to-month,No,Bank transfer,Yes,0,No,7,0
49,76.1,3675.01,Two year,No,Bank transfer,No,0,No,7,0
36,90.99,3307.89,One year,No,Mailed check,Yes,1,Yes,7,0
24,59.09,1392.84,Month-to-month,Fiber optic,Electronic check,Yes,0,No,1,0
23,80.92,1901.95,Two year,DSL,Bank transfer,Yes,0,No,4,0
62,87.93,5433.09,One year,Fiber optic,Bank transfer,No,1,Yes,1,0
37,89.11,3234.71,Month-to-month,Fiber optic,Electronic check,Yes,0,No,4,1
12,23.2,190.39,Month-to-month,DSL,Bank transfer,No,0,Yes,7,0
55,103.97,5742.82,Month-to-month,Fiber optic,Mailed check,No,0,No,2,1
13,63.83,855.16,Month-to-month,No,Bank transfer,No,0,No,6,0
23,44.24,1066.07,Month-to-month,DSL,Electronic check,No internet service,0,Yes,5,0
30,42.18,1281.69,Month-to-month,No,Electronic check,Yes,0,No,2,0
17,66.3,939.25,Month-to-month,Fiber optic,Mailed check,No internet service,0,No,2,0
62,106.68,6639.53,One year,DSL,Mailed check,No,0,No,4,0
13,55.83,652.98,Month-to-month,No,Mailed check,Yes,1,No,3,0
59,92.97,5392.0,One year,No,Bank transfer,No,0,Yes,6,0
19,27.68,426.55,One year,DSL,Mailed check,No internet service,1,No,7,0
49,65.61,3110.67,Two year,DSL,Bank transfer,No,1,No,3,0
12,117.17,1419.97,Month-to-month,Fiber optic,Electronic check,Yes,0,No,3,1
61,95.04,5761.11,Two year,No,Bank transfer,No internet service,0,No,3,0
19,39.05,666.05,Two year,DSL,Mailed check,No,0,Yes,6,0
9,68.14,614.45,One year,DSL,Electronic check,No,0,No,5,0
71,41.36,2881.44,One year,Fiber optic,Electronic check,No internet service,0,No,2,0
28,58.96,1699.82,Month-to-month,Fiber optic,Electronic check,No,0,Yes,1,1
52,96.01,5064.95,Two year,DSL,Mailed check,Yes,0,Yes,5,0
16,95.12,1511.08,Month-to-month,No,Electronic check,No,0,No,7,0
69,40.81,2884.76,One year,No,Credit card,No internet service,0,Yes,6,0
12,110.22,1391.45,Month-to-month,No,Credit card,Yes,0,No,4,0
25,77.26,1935.65,Month-to-month,DSL,Credit card,Yes,0,No,5,0
52,55.99,2998.28,One year,No,Mailed check,Yes,0,Yes,5,0
53,68.19,3583.18,Two year,Fiber optic,Credit card,Yes,0,No,6,0
23,78.51,1707.9,Month-to-month,DSL,Electronic check,Yes,0,No,4,0
16,73.99,1106.11,Two year,Fiber optic,Mailed check,No internet service,0,No,1,0
57,66.64,3765.12,One year,DSL,Mailed check,No internet service,0,No,2,0
39,68.49,2697.95,Month-to-month,Fiber optic,Electronic check,Yes,0,No,7,1
53,35.64,1831.24,Month-to-month,Fiber optic,Electronic check,No,0,No,5,1
42,99.27,4135.69,One year,Fiber optic,Mailed check,No,0,No,7,0
58,72.18,4123.74,Month-to-month,DSL,Electronic check,Yes,0,No,4,0
39,31.11,1180.57,Month-to-month,Fiber optic,Bank transfer,Yes,1,No,4,1
14,94.62,1391.76,Month-to-month,DSL,Credit card,Yes,0,No,1,0
5,111.24,574.1,Month-to-month,No,Electronic check,No,0,Yes,7,1
35,112.73,3916.72,One year,Fiber optic,Mailed check,No,0,Yes,5,0
18,54.9,1049.26,Month-to-month,DSL,Bank transfer,Yes,0,No,4,0
9,31.55,285.25,Month-to-month,DSL,Electronic check,Yes,0,No,6,0
58,69.84,4057.4,Month-to-month,Fiber optic,Credit card,No internet service,0,No,7,0
17,29.26,554.57,Month-to-month,Fiber optic,Credit card,No,0,Yes,6,1
7,111.4,762.66,Month-to-month,Fiber optic,Electronic check,No,0,No,1,1
46,36.36,1718.28,One year,DSL,Electronic check,No internet service,0,No,7,0
13,43.28,604.84,One year,Fiber optic,Credit card,No,0,No,7,0
40,58.66,2339.27,Month-to-month,DSL,Credit card,No,0,No,1,0
42,56.32,2295.48,Month-to-month,Fiber optic,Mailed check,No,0,No,4,1
9,97.47,877.83,Month-to-month,No,Electronic check,No,0,Yes,4,1
50,63.63,3238.45,Month-to-month,Fiber optic,Bank transfer,No internet service,0,No,5,0
27,35.08,988.06,One year,DSL,Electronic check,No,0,No,5,0
66,44.72,3037.1,Month-to-month,No,Credit card,No,0,No,2,0
5,68.91,320.04,Month-to-month,DSL,Credit card,Yes,0,Yes,4,0
29,32.75,988.58,One year,Fiber optic,Bank transfer,No,0,Yes,7,0
37,79.17,2878.81,Month-to-month,Fiber optic,Electronic check,No,0,No,3,1
38,74.57,2843.92,One year,DSL,Bank transfer,Yes,0,No,6,0
8,89.47,771.03,Month-to-month,DSL,Electronic check,No,0,No,3,1
65,111.77,7310.4,Month-to-month,DSL,Electronic check,No internet service,0,No,6,0
17,109.23,1861.99,One year,No,Mailed check,Yes,1,No,2,0
71,112.61,7981.73,One year,No,Mailed check,No internet service,0,Yes,4,0
45,42.47,1861.48,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,1,0
4,31.16,113.34,One year,DSL,Credit card,No,0,Yes,6,0
36,48.23,1670.69,Two year,No,Mailed check,No internet service,0,No,7,0
70,107.51,7508.44,Two year,Fiber optic,Mailed check,No,0,No,3,0
31,115.21,3481.05,One year,Fiber optic,Mailed check,Yes,0,No,5,0
19,103.93,1908.78,Two year,Fiber optic,Electronic check,No internet service,0,No,3,0
61,29.0,1811.75,Month-to-month,Fiber optic,Bank transfer,Yes,0,Yes,4,0
54,112.74,6125.18,Month-to-month,Fiber optic,Mailed check,No,0,No,6,1
39,60.34,2338.65,Month-to-month,Fiber optic,Credit card,No,0,Yes,3,1
19,18.93,362.93,Month-to-month,Fiber optic,Bank transfer,No,0,Yes,2,1
39,62.24,2437.28,Month-to-month,No,Electronic check,No,0,Yes,7,1
67,22.61,1537.68,One year,DSL,Electronic check,No,1,No,7,0
45,72.39,3275.12,Month-to-month,Fiber optic,Mailed check,Yes,0,No,5,0
13,51.86,607.28,One year,DSL,Mailed check,No,0,No,2,0
58,65.34,3667.77,Month-to-month,Fiber optic,Mailed check,Yes,0,No,1,0
20,79.32,1535.5,Month-to-month,DSL,Electronic check,Yes,0,No,1,0
61,104.88,6389.97,Month-to-month,DSL,Credit card,No,0,No,1,0
39,84.19,3331.43,Month-to-month,No,Electronic check,No,0,No,1,0
1,61.4,73.12,Month-to-month,DSL,Bank transfer,Yes,0,No,4,1
3,99.94,326.55,One year,Fiber optic,Electronic check,No,0,No,4,1
62,108.56,6685.77,Month-to-month,No,Mailed check,No,0,Yes,4,0
63,29.98,1884.95,Month-to-month,Fiber optic,Electronic check,No,0,Yes,2,1
25,71.19,1783.11,One year,DSL,Mailed check,No,0,No,2,0
56,46.45,2563.48,Month-to-month,DSL,Mailed check,No internet service,0,No,7,0
33,22.71,695.82,Month-to-month,No,Bank transfer,No,0,No,3,0
38,84.85,3213.14,Month-to-month,Fiber optic,Bank transfer,No,0,No,5,1
6,104.28,658.72,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,2,1
58,34.29,1943.59,One year,Fiber optic,Credit card,No,0,No,3,0
44,99.24,4356.21,Two year,Fiber optic,Credit card,No,0,No,1,0
45,103.34,4718.03,One year,Fiber optic,Bank transfer,No,0,No,1,0
32,109.43,3475.92,Month-to-month,DSL,Electronic check,No internet service,0,Yes,7,0
45,44.53,2004.15,One year,Fiber optic,Credit card,Yes,0,No,2,0
61,108.4,6606.83,Month-to-month,Fiber optic,Credit card,No,0,No,4,1
47,50.07,2343.73,Month-to-month,DSL,Bank transfer,Yes,0,No,7,0
21,73.23,1621.33,Month-to-month,DSL,Mailed check,No,0,No,3,0
36,23.05,845.11,One year,Fiber optic,Electronic check,No internet service,0,No,6,0
19,22.39,346.86,One year,Fiber optic,Bank transfer,No,1,No,7,0
20,90.04,1877.17,One year,Fiber optic,Credit card,No,1,Yes,5,0
57,62.45,3573.28,One year,No,Bank transfer,No,0,No,3,0
18,43.63,766.65,Month-to-month,Fiber optic,Bank transfer,Yes,0,Yes,4,1
47,37.04,1808.42,Month-to-month,No,Electronic check,No,1,Yes,6,1
49,85.0,4125.84,One year,Fiber optic,Mailed check,No,0,No,4,0
14,18.04,338.35,One year,DSL,Bank transfer,No,1,No,2,0
15,98.59,1483.5,One year,Fiber optic,Electronic check,No,0,No,7,0
31,25.92,853.95,Month-to-month,Fiber optic,Bank transfer,Yes,1,No,7,1
1,37.15,190.52,One year,No,Bank transfer,No,0,Yes,7,0
54,56.62,3066.68,Month-to-month,DSL,Electronic check,No internet service,0,Yes,4,0
3,66.49,194.62,One year,Fiber optic,Electronic check,Yes,0,No,4,0
16,53.5,802.64,Month-to-month,DSL,Credit card,No,0,No,5,0
57,50.07,2848.03,Two year,DSL,Electronic check,No,0,No,4,0
12,114.39,1320.89,Month-to-month,Fiber optic,Mailed check,No internet service,0,No,6,1
16,82.16,1305.18,One year,DSL,Bank transfer,No,0,Yes,1,0
24,20.34,632.97,One year,Fiber optic,Credit card,No,0,No,4,0
28,61.02,1714.47,Month-to-month,No,Credit card,No,0,No,1,0
8,105.5,816.32,Month-to-month,No,Mailed check,Yes,0,No,5,0
36,48.15,1722.76,One year,DSL,Mailed check,No,0,No,6,0
8,27.46,199.05,Month-to-month,Fiber optic,Credit card,No,0,Yes,2,1
58,93.84,5495.05,Month-to-month,No,Mailed check,No,0,Yes,1,0
60,78.6,4711.57,Two year,DSL,Bank transfer,Yes,1,No,2,0
50,75.03,3832.01,One year,Fiber optic,Mailed check,No,0,Yes,6,0
28,23.36,638.21,Month-to-month,No,Mailed check,Yes,0,Yes,6,0
41,32.05,1301.47,One year,DSL,Mailed check,No,0,Yes,7,0
64,80.25,5091.48,Month-to-month,No,Mailed check,No internet service,0,No,6,0
27,38.78,1027.96,Two year,Fiber optic,Mailed check,Yes,0,No,6,0
63,68.41,4222.96,One year,DSL,Credit card,Yes,0,Yes,2,0
17,72.49,1125.81,Two year,Fiber optic,Electronic check,No internet service,1,Yes,1,0
33,46.35,1560.81,Month-to-month,DSL,Electronic check,No,0,No,3,1
29,112.84,3185.16,One year,DSL,Mailed check,No internet service,0,No,4,0
13,102.25,1349.5,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,7,1
46,90.24,4125.89,Month-to-month,Fiber optic,Credit card,No internet service,1,Yes,5,1
35,25.8,949.95,One year,Fiber optic,Bank transfer,No internet service,1,No,6,0
6,28.61,85.51,Month-to-month,DSL,Credit card,Yes,0,Yes,2,0
69,67.28,4672.1,One year,No,Credit card,Yes,0,No,3,0
47,34.07,1617.93,Two year,Fiber optic,Credit card,No,0,No,2,0
25,115.83,2913.79,Month-to-month,No,Electronic check,Yes,0,No,3,0
66,33.85,2290.43,Month-to-month,No,Mailed check,No internet service,0,No,5,0
10,66.75,670.98,One year,DSL,Mailed check,No,0,No,7,0
56,54.41,2924.69,Two year,DSL,Mailed check,No,0,No,3,0
30,81.94,2480.61,One year,No,Bank transfer,No internet service,1,Yes,7,0
5,30.9,170.5,One year,Fiber optic,Mailed check,No,0,Yes,7,0
33,61.03,2001.81,Month-to-month,DSL,Bank transfer,No,1,No,7,0
65,45.47,2913.49,Month-to-month,Fiber optic,Mailed check,Yes,0,No,5,0
18,106.78,1903.91,One year,DSL,Electronic check,No,0,No,4,0
49,22.06,1153.77,Month-to-month,DSL,Mailed check,No internet service,0,No,6,0
11,109.37,1157.1,Two year,Fiber optic,Credit card,Yes,1,Yes,6,0
26,101.3,2546.76,Month-to-month,DSL,Bank transfer,No,0,No,7,0
63,47.76,2935.28,Month-to-month,No,Credit card,No internet service,0,Yes,6,0
59,96.93,5717.05,One year,No,Credit card,No,0,Yes,3,0
27,21.12,653.82,One year,Fiber optic,Mailed check,No,1,Yes,6,0
49,114.69,5729.88,One year,DSL,Electronic check,No internet service,1,No,2,0
33,70.66,2364.27,Two year,DSL,Bank transfer,Yes,0,No,4,0
1,48.33,0.0,Two year,Fiber optic,Bank transfer,No,0,Yes,2,0
21,54.26,1095.67,Two year,Fiber optic,Mailed check,No internet service,0,No,2,0
55,24.64,1399.02,Two year,DSL,Electronic check,Yes,0,No,4,0
6,116.93,768.19,One year,Fiber optic,Mailed check,No,0,Yes,4,0
69,21.93,1481.01,One year,Fiber optic,Electronic check,No,0,Yes,5,0
5,83.49,488.68,Month-to-month,No,Credit card,Yes,0,Yes,7,0
3,62.27,175.34,Month-to-month,No,Bank transfer,No,0,No,3,1
53,112.89,6018.97,Month-to-month,Fiber optic,Electronic check,No,0,No,5,1
23,42.6,1037.07,Month-to-month,Fiber optic,Electronic check,No internet service,0,No,1,1
53,71.21,3699.97,Month-to-month,DSL,Bank transfer,No,0,Yes,1,0
37,66.24,2473.29,Month-to-month,DSL,Bank transfer,No internet service,1,No,5,0
17,88.29,1572.31,Two year,No,Bank transfer,Yes,0,No,5,0
1,24.8,0.0,Two year,Fiber optic,Bank transfer,Yes,0,No,3,0
51,37.38,1853.5,Month-to-month,DSL,Bank transfer,No internet service,1,Yes,4,0
45,39.46,1800.28,Month-to-month,Fiber optic,Mailed check,No internet service,0,No,1,0
4,91.82,373.93,Two year,No,Credit card,Yes,0,No,7,0
62,36.91,2272.29,Two year,DSL,Mailed check,No,1,No,7,0
65,75.35,4897.59,Two year,DSL,Electronic check,No,0,No,4,0
32,39.52,1181.27,Two year,No,Mailed check,No,0,No,2,0
34,104.16,3561.75,Two year,Fiber optic,Electronic check,No internet service,1,Yes,2,0
39,112.22,4456.15,Month-to-month,Fiber optic,Mailed check,No,0,No,4,1
26,69.85,1780.35,Month-to-month,DSL,Bank transfer,Yes,0,Yes,2,0
34,53.23,1768.43,One year,No,Electronic check,No,0,Yes,1,0
54,41.41,2244.54,Month-to-month,No,Credit card,Yes,0,No,1,0
3,22.98,211.23,Two year,Fiber optic,Bank transfer,No,1,No,2,1
50,44.85,2297.49,Month-to-month,DSL,Electronic check,No,0,Yes,1,1
12,83.42,996.37,One year,Fiber optic,Electronic check,No internet service,0,No,2,0
65,71.36,4640.49,Month-to-month,DSL,Mailed check,No internet service,0,No,3,0
54,112.4,6129.77,Month-to-month,DSL,Electronic check,Yes,0,No,3,0
5,57.63,242.67,One year,Fiber optic,Electronic check,No,0,No,4,1
57,87.39,5011.61,Two year,DSL,Electronic check,No,0,No,7,0
17,66.93,1081.98,Month-to-month,No,Mailed check,Yes,1,No,7,0
47,69.26,3301.35,Two year,DSL,Electronic check,No,1,No,2,0
23,44.78,1015.18,Two year,Fiber optic,Electronic check,No internet service,0,No,3,0
14,63.5,898.97,One year,DSL,Credit card,No,0,Yes,3,0
66,65.08,4277.24,One year,Fiber optic,Electronic check,No,0,No,1,0
51,88.66,4556.81,One year,DSL,Mailed check,No,1,No,4,0
38,112.06,4249.7,Month-to-month,Fiber optic,Electronic check,No,0,Yes,4,1
64,50.93,3367.55,Month-to-month,Fiber optic,Electronic check,No internet service,0,No,3,1
38,22.22,915.31,Two year,No,Bank transfer,No internet service,1,No,3,0
50,67.63,3316.26,One year,Fiber optic,Electronic check,Yes,0,Yes,4,0
30,72.45,2182.96,Month-to-month,DSL,Electronic check,Yes,0,No,6,0
51,34.84,1813.8,One year,DSL,Bank transfer,No,0,Yes,1,0
63,94.05,5902.02,Month-to-month,Fiber optic,Electronic check,No,1,Yes,5,1
52,116.49,6118.26,Month-to-month,DSL,Mailed check,No,0,No,1,0
38,112.58,4332.68,Month-to-month,Fiber optic,Electronic check,Yes,1,No,5,1
30,37.71,1127.14,Month-to-month,No,Electronic check,No internet service,1,No,4,0
51,105.54,5431.41,Month-to-month,No,Electronic check,No,0,No,4,0
5,88.45,321.71,Month-to-month,No,Credit card,Yes,0,Yes,4,0
29,63.38,1906.03,One year,No,Mailed check,No,0,Yes,2,0
4,72.06,332.57,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,2,1
10,102.96,975.22,Month-to-month,Fiber optic,Bank transfer,Yes,0,Yes,2,1
56,66.01,3709.35,Month-to-month,Fiber optic,Credit card,No,0,No,4,1
17,55.32,839.14,Month-to-month,No,Bank transfer,No,1,Yes,3,1
17,67.32,1106.35,Month-to-month,DSL,Bank transfer,No,1,No,4,1
69,75.91,5292.78,Month-to-month,Fiber optic,Mailed check,No,0,No,5,1
34,36.91,1254.22,Month-to-month,DSL,Mailed check,Yes,0,Yes,1,0
6,108.09,645.13,Two year,DSL,Credit card,No,0,No,6,0
53,85.42,4529.45,Month-to-month,Fiber optic,Credit card,No,0,No,5,1
66,81.33,5364.0,Month-to-month,Fiber optic,Electronic check,No,0,No,7,1
43,27.95,1251.21,Month-to-month,Fiber optic,Mailed check,No,0,No,1,1
23,78.42,1772.65,Month-to-month,Fiber optic,Bank transfer,Yes,0,Yes,7,0
55,30.1,1676.25,One year,Fiber optic,Electronic check,Yes,0,No,5,0
16,25.87,356.69,Month-to-month,DSL,Credit card,No,1,No,1,1
8,70.73,602.9,Month-to-month,Fiber optic,Mailed check,No,0,No,6,1
4,58.28,217.05,Month-to-month,No,Bank transfer,No,1,No,3,1
4,76.88,305.47,One year,DSL,Electronic check,No,0,Yes,1,0
56,26.92,1489.54,Month-to-month,Fiber optic,Electronic check,Yes,0,Yes,4,1
25,61.1,1515.67,One year,Fiber optic,Electronic check,No,0,No,5,0
67,35.48,2326.83,Month-to-month,No,Electronic check,No,0,No,2,0
67,116.71,7836.03,Month-to-month,Fiber optic,Mailed check,No,0,No,7,1
27,74.12,2028.84,One year,DSL,Credit card,No internet service,0,No,3,0
32,86.74,2709.27,One year,No,Mailed check,Yes,0,No,6,0
50,50.54,2497.27,One year,No,Electronic check,No internet service,0,Yes,5,0
61,27.47,1677.41,Month-to-month,Fiber optic,Electronic check,No,0,No,3,1
51,115.59,5865.01,Month-to-month,Fiber optic,Bank transfer,No,0,No,2,1
19,46.63,874.75,Month-to-month,Fiber optic,Mailed check,No internet service,0,No,2,1
21,60.38,1348.8,One year,Fiber optic,Credit card,No,0,Yes,2,0
5,82.99,364.02,One year,Fiber optic,Bank transfer,Yes,0,Yes,2,0
42,20.47,744.12,Month-to-month,No,Credit card,No,0,Yes,2,0
61,99.03,6010.64,One year,No,Electronic check,No,1,No,4,0
22,71.66,1560.06,One year,Fiber optic,Bank transfer,No,0,Yes,1,0
21,45.82,937.76,Month-to-month,No,Electronic check,No,0,No,7,1
70,24.16,1704.7,Two year,DSL,Bank transfer,No,0,Yes,2,0
1,34.25,0.0,Two year,DSL,Mailed check,Yes,0,Yes,5,0
5,107.5,478.75,Month-to-month,Fiber optic,Bank transfer,No,0,No,5,1
12,86.6,1005.5,Two year,Fiber optic,Electronic check,Yes,0,No,2,0
46,42.99,1944.86,Month-to-month,DSL,Mailed check,No,0,Yes,3,0
34,24.56,941.08,One year,Fiber optic,Electronic check,No,0,Yes,2,0
49,87.06,4343.64,Two year,DSL,Electronic check,No,0,No,6,0
45,75.24,3302.36,Month-to-month,Fiber optic,Bank transfer,No,0,Yes,7,1
27,58.45,1481.71,Month-to-month,No,Credit card,Yes,0,No,4,0
26,54.36,1409.1,Two year,Fiber optic,Bank transfer,No internet service,0,No,6,0
